Time,WH,Temperature,RH,GloblRad,UVI
2024-08-01 06:00:00,137.18521118164062,13.123941421508789,81.21871948242188,0.02283465303480625,0.002956539858132601
2024-08-01 07:00:00,314.0875549316406,14.239744186401367,75.0095443725586,0.05285131186246872,0.003470271360129118
2024-08-01 08:00:00,609.3101806640625,15.71495532989502,62.65402603149414,0.06945943087339401,0.011736482381820679
2024-08-01 09:00:00,3414.626220703125,18.01009750366211,55.748390197753906,0.3306010961532593,0.012137085199356079
2024-08-01 10:00:00,3922.543212890625,19.43486785888672,50.259971618652344,0.7255880236625671,0.9513304829597473
2024-08-01 11:00:00,6775.95849609375,19.951366424560547,51.69308090209961,1.6138147115707397,2.016123056411743
2024-08-01 12:00:00,14526.2646484375,29.40768814086914,52.532318115234375,3.1123170852661133,7.016083717346191
2024-08-01 13:00:00,11960.91015625,28.924238204956055,47.49225616455078,3.083465814590454,6.937887668609619
2024-08-01 14:00:00,10695.7041015625,21.97361183166504,44.25261306762695,2.671590805053711,6.022292613983154
2024-08-01 15:00:00,8691.09375,21.403043746948242,44.35453796386719,2.6323447227478027,5.933450698852539
2024-08-01 16:00:00,8230.765625,21.337841033935547,45.48423385620117,2.300438642501831,3.988464117050171
2024-08-01 17:00:00,6969.64990234375,21.071359634399414,48.06728744506836,1.8988021612167358,2.932910680770874
2024-08-02 06:00:00,73.38540649414062,12.256166458129883,48.720706939697266,0.030249828472733498,0.004147618543356657
2024-08-02 07:00:00,1076.5318603515625,13.269837379455566,54.75299072265625,0.15377378463745117,0.020394891500473022
2024-08-02 08:00:00,2592.415283203125,14.791396141052246,80.90863037109375,0.24549293518066406,0.025277704000473022
2024-08-02 09:00:00,3185.274658203125,17.545576095581055,77.65650177001953,0.4621652364730835,0.9958606362342834
2024-08-02 10:00:00,4112.814453125,17.904319763183594,70.8897705078125,0.7732803225517273,1.0038896799087524
2024-08-02 11:00:00,5650.94580078125,19.238365173339844,59.88103103637695,1.4726110696792603,1.9141329526901245
2024-08-02 12:00:00,10768.0546875,21.736434936523438,47.60597610473633,2.6083598136901855,5.950222969055176
2024-08-02 13:00:00,10709.3671875,21.702022552490234,50.97065353393555,2.507619619369507,5.030811309814453
2024-08-02 14:00:00,10434.6484375,21.683961868286133,48.95537567138672,2.4877216815948486,4.94844913482666
2024-08-02 15:00:00,9551.0166015625,20.55330467224121,45.76301956176758,2.154768943786621,4.002474308013916
2024-08-02 16:00:00,8354.3154296875,20.378704071044922,42.637542724609375,2.065347671508789,3.9693732261657715
2024-08-02 17:00:00,6511.29052734375,20.049224853515625,42.4568977355957,1.5978419780731201,1.979967713356018
2024-08-03 06:00:00,69.83950805664062,12.47914981842041,44.77559280395508,0.027654165402054787,0.01587638258934021
2024-08-03 07:00:00,916.4801025390625,14.839009284973145,45.79526138305664,0.1387714147567749,0.02487930655479431
2024-08-03 08:00:00,4061.027587890625,17.241111755371094,81.7605972290039,0.4486228823661804,0.03975215554237366
2024-08-03 09:00:00,5323.5791015625,18.477867126464844,69.68148803710938,0.709722638130188,0.9999406933784485
2024-08-03 10:00:00,5459.82861328125,19.651044845581055,63.64028549194336,1.3209046125411987,1.9913066625595093
2024-08-03 11:00:00,6403.02587890625,20.106830596923828,49.55565643310547,1.656467318534851,1.9988746643066406
2024-08-03 12:00:00,16340.1875,24.09568977355957,41.053306579589844,3.185421943664551,8.101157188415527
2024-08-03 13:00:00,10745.220703125,24.094961166381836,26.567951202392578,3.1678247451782227,8.026382446289062
2024-08-03 14:00:00,8906.849609375,24.076391220092773,28.441162109375,2.8833844661712646,6.081626892089844
2024-08-03 15:00:00,8277.05859375,24.040771484375,26.408477783203125,2.7602994441986084,6.050354957580566
2024-08-03 16:00:00,6742.12451171875,23.020570755004883,26.38507843017578,2.3539140224456787,3.9994494915008545
2024-08-03 17:00:00,6567.48291015625,21.970338821411133,21.61695098876953,2.099576473236084,3.923083782196045
2024-08-04 06:00:00,274.3600158691406,13.006123542785645,21.319137573242188,0.03133320063352585,0.0030733649618923664
2024-08-04 07:00:00,1246.6900634765625,15.759900093078613,29.138320922851562,0.1840817928314209,0.008138805627822876
2024-08-04 08:00:00,4870.25146484375,18.904022216796875,68.99918365478516,0.4906117916107178,0.02274259924888611
2024-08-04 09:00:00,6388.01416015625,20.101329803466797,57.715274810791016,0.8832091689109802,0.9705069661140442
2024-08-04 10:00:00,6431.173828125,21.7144718170166,48.630680084228516,1.4394285678863525,2.0014374256134033
2024-08-04 11:00:00,6574.1103515625,22.257461547851562,39.74239730834961,1.6836971044540405,2.0518996715545654
2024-08-04 12:00:00,10753.45703125,26.570308685302734,30.448223114013672,3.171957492828369,8.110114097595215
2024-08-04 13:00:00,10483.54296875,26.262208938598633,34.47087860107422,3.1082162857055664,8.104317665100098
2024-08-04 14:00:00,8983.0673828125,25.963796615600586,36.17210388183594,2.9110517501831055,7.04247522354126
2024-08-04 15:00:00,8600.3076171875,25.3507080078125,41.28059387207031,2.7806777954101562,6.052400588989258
2024-08-04 16:00:00,7668.7607421875,25.096607208251953,37.05397033691406,2.415900945663452,5.166872978210449
2024-08-04 17:00:00,6778.63818359375,24.234811782836914,40.28355407714844,2.167616844177246,4.078637599945068
